1 100 -5 5 63
0.00 0.0
0.10 0.09983341664682815
0.20 0.19866933079506122
0.30 0.2955202066613396
0.40 0.3894183423086505
0.50 0.479425538604203
0.60 0.5646424733950354
0.70 0.644217687237691
0.80 0.7173560908995227
0.90 0.7833269096274833
1.00 0.8414709848078964
1.10 0.8912073600614353
1.20 0.9320390859672263
1.30 0.963558185417193
1.40 0.9854497299884603
1.50 0.9974949866040544
1.60 0.9995736030415051
1.70 0.9916648104524686
1.80 0.973847630878195
1.90 0.9463000876874142
2.00 0.9092974268256815
2.10 0.8632093666488735
2.20 0.8084964038195899
2.30 0.7457052121767197
2.40 0.6754631805511503
2.50 0.5984721441039558
2.60 0.5155013718214634
2.70 0.42737988023382895
2.80 0.33498815015590383
2.90 0.23924932921398112
3.00 0.1411200080598659
3.10 0.04158066243328916
3.20 -0.05837414342758142
3.30 -0.15774569414324996
3.40 -0.25554110202683294
3.50 -0.3507832276896215
3.60 -0.44252044329485407
3.70 -0.5298361409084948
3.80 -0.6118578909427207
3.90 -0.6877661591839753
4.00 -0.7568024953079294
4.10 -0.8182771110644114
4.20 -0.8715757724135886
4.30 -0.9161659367494552
4.40 -0.9516020738895161
4.50 -0.977530117665097
4.60 -0.9936910036334644
4.70 -0.9999232575641008
4.80 -0.9961646088358408
4.90 -0.9824526126243328
5.00 -0.958924274663139
5.10 -0.9258146823277331
5.20 -0.8834546557201545
5.30 -0.8322674422239027
5.40 -0.7727644875559894
5.50 -0.7055403255703945
5.60 -0.6312666378723244
5.70 -0.5506855425976414
5.80 -0.4646021794137613
5.90 -0.37387666483024096
6.00 -0.27941549819893097
6.10 -0.18216250427210112
6.20 -0.0830894028175026
